show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s940,Movie,Title 940,Director 52,"Actor 246, Actor 332",UK,"January 15, 2016",2013,PG-13,138 min,"Sci-Fi, Comedy",Description for title 940.
s941,Movie,Title 941,Director 9,"Actor 224, Actor 93",Japan,"January 23, 2019",2010,TV-MA,80 min,"Drama, Action",Description for title 941.
s942,TV Show,Title 942,Director 195,"Actor 299, Actor 487",UK,"September 5, 2022",2008,PG-13,3 Seasons,"Drama, Documentary",Description for title 942.
s943,Movie,Title 943,Director 109,"Actor 405, Actor 58",Canada,"January 1, 2019",2006,R,147 min,"Romance, Sci-Fi",Description for title 943.
s944,TV Show,Title 944,Director 1,"Actor 43, Actor 17",Spain,"December 12, 2016",2003,R,4 Seasons,"Action, Drama",Description for title 944.
s945,TV Show,Title 945,Director 60,"Actor 11, Actor 421",United States,"January 16, 2016",2019,TV-MA,5 Seasons,"Drama, Crime",Description for title 945.
s946,TV Show,Title 946,Director 83,"Actor 82, Actor 379",Spain,"September 12, 2016",2006,PG,3 Seasons,"Action, Sci-Fi",Description for title 946.
s947,Movie,Title 947,Director 1,"Actor 160, Actor 242",United States,"January 2, 2015",2020,PG-13,143 min,"Documentary, Action",Description for title 947.
s948,Movie,Title 948,Director 19,"Actor 12, Actor 32",Canada,"December 18, 2018",2020,TV-MA,154 min,"Crime, Action",Description for title 948.
s949,TV Show,Title 949,Director 29,"Actor 252, Actor 128",United States,"December 28, 2018",2017,PG,8 Seasons,"Comedy, Action",Description for title 949.
s950,TV Show,Title 950,Director 43,"Actor 270, Actor 295",Japan,"January 21, 2018",2013,PG-13,1 Seasons,"Sci-Fi, Romance",Description for title 950.
s951,Movie,Title 951,Director 95,"Actor 325, Actor 395",Japan,"June 20, 2024",2012,PG,172 min,"Romance, Sci-Fi",Description for title 951.
s952,TV Show,Title 952,Director 33,"Actor 269, Actor 327",UK,"March 3, 2015",2015,PG-13,3 Seasons,"Comedy, Sci-Fi",Description for title 952.
s953,TV Show,Title 953,Director 104,"Actor 427, Actor 210",Canada,"September 26, 2016",2020,R,2 Seasons,"Comedy, Documentary",Description for title 953.
s954,TV Show,Title 954,Director 163,"Actor 3, Actor 4",UK,"December 12, 2020",2018,TV-14,1 Seasons,"Sci-Fi, Comedy",Description for title 954.
s955,Movie,Title 955,Director 139,"Actor 1, Actor 5",United States,"September 14, 2022",2015,TV-14,180 min,"Drama, Sci-Fi",Description for title 955.
s956,Movie,Title 956,Director 89,"Actor 62, Actor 135",Canada,"January 1, 2016",2017,PG-13,102 min,"Romance, Action",Description for title 956.
s957,TV Show,Title 957,Director 160,"Actor 192, Actor 412",Canada,"June 10, 2022",2018,PG,3 Seasons,"Action, Crime",Description for title 957.
s958,Movie,Title 958,Director 26,"Actor 422, Actor 348",India,"June 12, 2021",2006,PG-13,178 min,"Sci-Fi, Drama",Description for title 958.
s959,TV Show,Title 959,Director 51,"Actor 3, Actor 227",Spain,"January 12, 2020",2013,TV-14,4 Seasons,"Sci-Fi, Drama",Description for title 959.
s960,TV Show,Title 960,Director 155,"Actor 78, Actor 111",UK,"January 18, 2022",2024,PG-13,3 Seasons,"Sci-Fi, Action",Description for title 960.
s961,Movie,Title 961,Director 31,"Actor 453, Actor 73",India,"March 3, 2021",2005,PG-13,174 min,"Comedy, Documentary",Description for title 961.
s962,TV Show,Title 962,Director 170,"Actor 30, Actor 143",Canada,"January 9, 2018",2013,TV-14,1 Seasons,"Crime, Romance",Description for title 962.
s963,TV Show,Title 963,Director 155,"Actor 5, Actor 284",UK,"December 10, 2016",2003,TV-MA,3 Seasons,"Action, Sci-Fi",Description for title 963.
s964,Movie,Title 964,Director 181,"Actor 303, Actor 469",Japan,"December 5, 2021",2021,R,147 min,"Action, Drama",Description for title 964.
s965,Movie,Title 965,Director 28,"Actor 151, Actor 41",UK,"January 1, 2018",2010,PG-13,146 min,"Romance, Documentary",Description for title 965.
s966,TV Show,Title 966,Director 107,"Actor 69, Actor 84",Canada,"January 3, 2016",2021,TV-14,3 Seasons,"Romance, Drama",Description for title 966.
s967,Movie,Title 967,Director 55,"Actor 387, Actor 55",Japan,"June 17, 2019",2018,R,168 min,"Crime, Comedy",Description for title 967.
s968,Movie,Title 968,Director 175,"Actor 160, Actor 398",United States,"December 25, 2017",2024,TV-14,158 min,"Drama, Romance",Description for title 968.
s969,Movie,Title 969,Director 56,"Actor 142, Actor 449",Canada,"March 9, 2017",2015,PG,175 min,"Comedy, Sci-Fi",Description for title 969.
s970,Movie,Title 970,Director 63,"Actor 33, Actor 81",UK,"March 10, 2025",2012,TV-14,154 min,"Documentary, Comedy",Description for title 970.
s971,Movie,Title 971,Director 105,"Actor 277, Actor 385",UK,"June 18, 2021",2014,TV-14,98 min,"Documentary, Crime",Description for title 971.
s972,Movie,Title 972,Director 127,"Actor 262, Actor 389",Spain,"June 27, 2022",2007,TV-MA,165 min,"Drama, Documentary",Description for title 972.
s973,Movie,Title 973,Director 33,"Actor 58, Actor 461",Japan,"January 1, 2021",2013,TV-MA,129 min,"Action, Comedy",Description for title 973.
s974,Movie,Title 974,Director 176,"Actor 158, Actor 411",United States,"January 16, 2024",2000,TV-MA,85 min,"Crime, Documentary",Description for title 974.
s975,Movie,Title 975,Director 133,"Actor 190, Actor 170",UK,"September 2, 2023",2013,TV-14,104 min,"Drama, Romance",Description for title 975.
s976,TV Show,Title 976,Director 8,"Actor 231, Actor 262",UK,"March 27, 2021",2002,PG-13,8 Seasons,"Documentary, Drama",Description for title 976.
s977,TV Show,Title 977,Director 178,"Actor 110, Actor 421",Japan,"September 4, 2024",2011,PG-13,2 Seasons,"Drama, Documentary",Description for title 977.
s978,TV Show,Title 978,Director 38,"Actor 198, Actor 462",Spain,"December 24, 2019",2005,PG,4 Seasons,"Comedy, Sci-Fi",Description for title 978.
s979,TV Show,Title 979,Director 126,"Actor 80, Actor 458",UK,"September 24, 2019",2022,R,6 Seasons,"Drama, Action",Description for title 979.
s980,TV Show,Title 980,Director 35,"Actor 407, Actor 314",Canada,"June 19, 2025",2024,TV-14,1 Seasons,"Crime, Romance",Description for title 980.
s981,TV Show,Title 981,Director 183,"Actor 213, Actor 492",Canada,"December 9, 2021",2023,R,3 Seasons,"Drama, Action",Description for title 981.
s982,Movie,Title 982,Director 84,"Actor 178, Actor 316",Canada,"March 3, 2019",2000,PG,120 min,"Drama, Crime",Description for title 982.
s983,TV Show,Title 983,Director 47,"Actor 416, Actor 316",UK,"December 20, 2018",2014,TV-MA,1 Seasons,"Comedy, Drama",Description for title 983.
s984,TV Show,Title 984,Director 96,"Actor 47, Actor 455",Canada,"June 2, 2025",2021,TV-MA,8 Seasons,"Sci-Fi, Documentary",Description for title 984.
s985,TV Show,Title 985,Director 44,"Actor 217, Actor 203",India,"December 1, 2017",2021,R,7 Seasons,"Drama, Action",Description for title 985.
s986,Movie,Title 986,Director 20,"Actor 57, Actor 188",India,"January 1, 2022",2008,TV-MA,174 min,"Action, Documentary",Description for title 986.
s987,TV Show,Title 987,Director 123,"Actor 262, Actor 230",Spain,"September 10, 2021",2006,R,4 Seasons,"Comedy, Documentary",Description for title 987.
s988,Movie,Title 988,Director 16,"Actor 481, Actor 402",Spain,"September 6, 2024",2022,TV-MA,89 min,"Romance, Action",Description for title 988.
s989,TV Show,Title 989,Director 55,"Actor 45, Actor 165",United States,"March 1, 2022",2014,PG-13,2 Seasons,"Romance, Sci-Fi",Description for title 989.
s990,TV Show,Title 990,Director 55,"Actor 495, Actor 29",Spain,"September 26, 2025",2004,TV-MA,6 Seasons,"Comedy, Crime",Description for title 990.
s991,TV Show,Title 991,Director 159,"Actor 484, Actor 452",India,"December 13, 2024",2002,PG-13,4 Seasons,"Sci-Fi, Action",Description for title 991.
s992,Movie,Title 992,Director 38,"Actor 342, Actor 103",Spain,"September 10, 2024",2018,R,180 min,"Crime, Drama",Description for title 992.
s993,Movie,Title 993,Director 37,"Actor 452, Actor 119",United States,"March 17, 2024",2006,TV-14,91 min,"Romance, Drama",Description for title 993.
s994,Movie,Title 994,Director 188,"Actor 477, Actor 51",Spain,"January 15, 2025",2010,TV-MA,79 min,"Romance, Action",Description for title 994.
s995,Movie,Title 995,Director 40,"Actor 232, Actor 137",Spain,"December 7, 2021",2011,PG,174 min,"Drama, Romance",Description for title 995.
s996,Movie,Title 996,Director 170,"Actor 203, Actor 34",United States,"June 4, 2019",2021,TV-14,101 min,"Action, Crime",Description for title 996.
s997,Movie,Title 997,Director 141,"Actor 364, Actor 488",Canada,"January 21, 2021",2002,PG-13,118 min,"Comedy, Action",Description for title 997.
s998,Movie,Title 998,Director 90,"Actor 292, Actor 345",Canada,"January 15, 2018",2000,TV-14,103 min,"Romance, Comedy",Description for title 998.
s999,Movie,Title 999,Director 113,"Actor 260, Actor 35",Japan,"June 12, 2019",2004,R,162 min,"Comedy, Action",Description for title 999.
s1000,TV Show,Title 1000,Director 174,"Actor 459, Actor 132",United States,"September 5, 2023",2001,PG,1 Seasons,"Crime, Drama",Description for title 1000.
